0x40ec7c, 36140, 28912, 7228
0x409fde, 30163, 14481, 15682
0x40a04d, 30036, 30029, 7
0x40a2cb, 15864, 10249, 5615
0x40a013, 15682, 15567, 115
0x4097a7, 14716, 472, 14244
0x40a019, 14481, 14469, 12
0x4097b3, 14244, 7888, 6356
0x40cd45, 13348, 12495, 853
0x4181dd, 11553, 9973, 1580
0x40a359, 10249, 9605, 644
0x409881, 9225, 798, 8427
0x40988d, 8427, 5964, 2463
0x40986e, 8358, 2289, 6069
0x409948, 7823, 1963, 5860
0x40ecd2, 7228, 7228, 0
0x40ecda, 7228, 7080, 148
0x41034b, 7228, 7080, 148
0x40ec59, 7228, 0, 0
0x40a192, 7153, 1056, 6097
0x40a18b, 7153, 0, 0
0x4097f6, 6356, 0, 0
0x417f0c, 6146, 1285, 4861
0x40a1c7, 6097, 5819, 278
0x409874, 6069, 0, 0
0x417fea, 5893, 1221, 4672
0x40994e, 5860, 0, 0
0x40a305, 5615, 4876, 739
0x405695, 5106, 2, 5104
0x40567e, 5106, 0, 5106
0x4056a7, 5104, 1648, 3456
0x417f20, 4861, 99, 4762
0x417f28, 4762, 2692, 2070
0x417ffe, 4672, 95, 4577
0x409513, 4656, 0, 0
0x409584, 4656, 0, 4656
0x40958c, 4656, 1825, 2831
0x418006, 4577, 2520, 2057
0x40a098, 4427, 1195, 3232
0x409cc2, 4309, 4308, 1
0x409d70, 4309, 4308, 1
0x40cc08, 4309, 4308, 1
0x40a3e9, 4309, 76, 4233
0x40cc37, 4308, 1033, 3275
0x40a3fa, 4233, 4232, 1
0x409c1f, 3861, 2642, 1219
0x417f5d, 3830, 121, 3709
0x417f82, 3709, 0, 0
0x41803b, 3627, 212, 3415
0x4056ce, 3458, 376, 3082
0x4057c9, 3458, 3458, 0
0x418060, 3415, 0, 0
0x40cdc1, 3276, 3275, 1
0x40cc6a, 3275, 0, 0
0x40a0d1, 3232, 3066, 166
0x40a22e, 3104, 2783, 321
0x4056de, 3082, 0, 0
0x409550, 2888, 723, 2165
0x4095ba, 2831, 1895, 936
0x40c9c1, 2648, 1079, 1569
0x40c94c, 2648, 0, 0
0x40964d, 2645, 2645, 0
0x40965d, 2645, 798, 1847
0x417f59, 2571, 134, 2437
0x418037, 2565, 87, 2478
0x4182c2, 2528, 2133, 395
0x418060, 2478, 0, 0
0x4098d0, 2463, 0, 0
0x417f82, 2437, 0, 0
0x7fc8646c17b0, 2358, 919, 1439
0x7fc8646c176f, 2327, 3, 2324
0x7fc8646c177e, 2324, 1652, 672
0x40988d, 2289, 1859, 430
0x409880, 2289, 0, 2289
0x40958c, 2165, 1063, 1102
0x4182f7, 2133, 2106, 27
0x4053a3, 2024, 1648, 376
0x40576d, 2024, 376, 1648
0x409963, 1963, 0, 0
0x40995a, 1963, 0, 1963
0x4093f0, 1847, 103, 1744
0x409690, 1847, 0, 0
0x4096ac, 1847, 0, 0
0x4120eb, 1807, 1770, 37
0x41202a, 1807, 0, 0
0x409ad8, 1767, 1388, 379
0x4095db, 1744, 1528, 216
0x40940e, 1744, 1244, 500
0x4095ea, 1744, 0, 0, 0x4096ac, 1744
0x40a139, 1662, 1470, 192
0x4057b8, 1648, 1648, 0
0x405779, 1648, 1648, 0
0x409a20, 1616, 1265, 351
0x417e55, 1589, 658, 931
0x417e72, 1580, 931, 649
0x417e1b, 1580, 0, 0
0x417d82, 1580, 878, 702
0x4181ce, 1580, 0, 0
0x4181f0, 1580, 1580, 0
0x418200, 1580, 1580, 0
0x40d289, 1580, 1560, 20
0x418227, 1580, 1560, 20
0x409505, 1574, 0, 0
0x40c9d0, 1569, 0, 0, 0x4120eb, 883, 0x410b3f, 329, 0x410a92, 91, 0x410aeb, 75, 0x4108b3, 68, 0x4108ce, 44, 0x4109c5, 32, 0x41098c, 26, 0x41084b, 7, 0x410830, 6
0x7fc877c62118, 1568, 1450, 118
0x418083, 1560, 0, 0
0x417ed7, 1560, 20, 1540
0x417fa5, 1560, 40, 1520
0x41816e, 1560, 161, 1399
0x409431, 1552, 0, 0
0x4094a2, 1552, 0, 1552
0x4094aa, 1552, 580, 972
0x417f20, 1540, 20, 1520
0x417f28, 1520, 1019, 501
0x417ffe, 1520, 20, 1500
0x418006, 1500, 992, 508
0x7fc8646c17ba, 1439, 0, 1439
0x7fc8646c17d7, 1439, 17, 1422
0x7fc8646c17dd, 1422, 0, 0
0x7fc877c70180, 1404, 1350, 54
0x418195, 1399, 1379, 20
0x40a09c, 1390, 0, 1390
0x40a0d1, 1390, 1361, 29
0x4095ec, 1383, 0, 0
0x40a08c, 1383, 0, 0
0x40a35d, 1383, 1383, 0
0x40a2b9, 1383, 0, 0
0x40a1c7, 1383, 1334, 49
0x40a191, 1383, 0, 1383
0x7fc877c7013e, 1350, 864, 486
0x7fc877c70138, 1350, 0, 1350
0x7fc877c642f0, 1300, 0, 1300
0x7fc877c64309, 1300, 1296, 4
0x7fc877c642ff, 1300, 0, 1300
0x7fc8645a7f40, 1296, 24, 1272
0x7fc8645a7f4d, 1272, 1272, 0
0x4095e7, 1269, 0, 0
0x409c29, 1219, 0, 0, 0x40a2b9, 1219
0x40a0db, 1195, 1195, 0
0x40a172, 1195, 1189, 6
0x40c857, 1147, 1146, 1
0x40c87d, 1146, 1146, 0
0x4095ba, 1102, 769, 333
0x405a00, 1089, 0, 1089
0x405a13, 1089, 1, 1088
0x405a29, 1088, 1088, 0
0x40c95d, 1087, 8, 1079
0x40c9d0, 1079, 0, 0, 0x4120eb, 924, 0x410b3f, 66, 0x410a92, 22, 0x40cac0, 15, 0x410aeb, 14, 0x4108b3, 9, 0x4108ce, 7, 0x4109c5, 5, 0x41098c, 4, 0x410830, 2
0x40a1d1, 1056, 1056, 0
0x40a267, 1056, 0, 1056
0x40a27f, 1056, 0, 1056
0x40a28b, 1056, 0, 0
0x7fc877c61d5f, 1043, 941, 102
0x40cd53, 1033, 853, 180
0x40cc73, 1033, 662, 371
0x7fc8646c1740, 1011, 1, 1010
0x7fc8646c174c, 1010, 91, 919
0x4094d8, 972, 675, 297
0x417e99, 931, 927, 4
0x7fc8646c17d7, 919, 14, 905
0x7fc8646c1756, 919, 0, 0
0x7fc8646c17ba, 919, 0, 919
0x7fc8646c17dd, 905, 0, 0
0x417dc3, 878, 862, 16
0x40cd58, 853, 853, 0
0x409957, 798, 0, 0
0x40995b, 798, 798, 0
0x4099da, 798, 167, 631
0x4096b1, 798, 769, 29
0x40971c, 769, 252, 517
0x40ed01, 740, 448, 292
0x40d452, 740, 592, 148
0x40a369, 739, 0, 0
0x4095ba, 723, 464, 259
0x417dc8, 702, 698, 4
0x417da5, 702, 0, 0
0x7fc8646c178d, 672, 0, 672
0x7fc8646c1911, 672, 672, 0
0x7fc8646c1796, 672, 672, 0
0x7fc877c700cb, 664, 611, 53
0x7fc877c700b8, 664, 0, 664
0x40cd1e, 662, 0, 0
0x417e99, 649, 633, 16
0x40a369, 644, 0, 0
0x4099e7, 631, 0, 0
0x409a96, 631, 351, 280
0x40946e, 631, 535, 96
0x409b4e, 631, 379, 252
0x40978f, 546, 0, 546
0x4097b3, 546, 279, 267
0x4094d8, 535, 365, 170
0x409722, 517, 0, 0
0x7fc877c70160, 508, 486, 22
0x409423, 500, 0, 0
0x4094f9, 500, 500, 0
0x40ccc3, 492, 250, 242
0x7fc877c70174, 486, 486, 0
0x7fc877c70147, 486, 486, 0
0x40cf87, 474, 468, 6
0x40987d, 472, 0, 0
0x7fc877c61530, 471, 0, 471
0x7fc877c6153a, 471, 110, 361
0x7fc877c615db, 462, 0, 462
0x7fc877c615e4, 462, 462, 0
0x40ed2f, 448, 377, 71
0x7fc877c75600, 441, 26, 415
0x4098d0, 430, 0, 0
0x7fc877c75615, 415, 110, 305
0x40cc81, 400, 272, 128
0x410aef, 395, 68, 327
0x41060f, 395, 372, 23
0x410b3f, 395, 390, 5
0x410a98, 395, 82, 313
0x4182da, 395, 390, 5
0x40d1a1, 395, 22, 373
0x4106e7, 388, 383, 5
0x409b54, 379, 286, 93
0x405388, 376, 0, 0
0x4053e0, 376, 376, 0
0x405787, 376, 1, 375
0x4053ec, 376, 159, 217
0x405795, 375, 0, 0
0x4057a1, 375, 0, 0
0x40d1a9, 373, 294, 79
0x41067b, 372, 370, 2
0x40cc7d, 371, 220, 151
0x40cd16, 371, 0, 0
0x7fc877c615b2, 366, 10, 356
0x7fc877c6157a, 361, 110, 251
0x7fc877c615cd, 356, 347, 9
0x7fc877c615bf, 356, 0, 356
0x409a9c, 351, 0, 0
0x409bd8, 332, 0, 0
0x410b26, 327, 0, 0
0x40a232, 327, 321, 6
0x40a28b, 327, 0, 0
0x40a206, 327, 0, 0
0x40a20c, 327, 54, 273
0x40a27f, 321, 0, 321
0x7fc877c76a20, 321, 0, 0, 0x7fc877c6145c, 97, 0x7fc877c68bdc, 71, 0x7fc877c68ba9, 66, 0x7fc877c61395, 41, 0x7fc877c69085, 26, 0x7fc877c60517, 15, 0x7fc877c6f701, 4, 0x7fc877c58ebc, 1
0x40a267, 321, 0, 321
0x40d1e6, 316, 312, 4
0x410ad0, 313, 0, 0
0x7fc877c7561a, 305, 291, 14
0x40a112, 300, 253, 47
0x40ed16, 292, 215, 77
0x7fc877c6a725, 286, 0, 0
0x409a9c, 280, 0, 0
0x40ccf9, 279, 121, 158
0x40a1d1, 278, 0, 278
0x40a22c, 273, 0, 0
0x7fc877c61330, 268, 153, 115
0x4097f6, 267, 0, 0
0x4095e7, 259, 0, 0
0x409c9c, 257, 256, 1
0x404fa5, 256, 255, 1
0x409d31, 256, 255, 1
0x4107aa, 256, 179, 77
0x409d03, 256, 255, 1
0x40cade, 256, 179, 77
0x409e24, 256, 255, 1
0x7fc877c63c3c, 255, 253, 2
0x7fc877c63c10, 253, 0, 253
0x7fc877c63c20, 253, 0, 253
0x7fc877c63c30, 253, 4, 249
0x409b54, 252, 46, 206
0x40975d, 252, 0, 252
0x4097b3, 252, 191, 61
0x405626, 247, 0, 0, 0x4057a1, 246, 0x40564e, 1
0x40ccff, 242, 0, 0
0x7fc877c62118, 238, 220, 18
0x7fc877c68f7b, 227, 30, 197
0x40540d, 217, 88, 129
0x4095e7, 216, 0, 0
0x409b92, 206, 0, 0
0x7fc877c68f91, 197, 197, 0
0x7fc877c68f85, 197, 0, 197
0x40a110, 195, 0, 0
0x40a116, 195, 47, 148
0x40a13d, 195, 192, 3
0x7fc877c6f5ae, 193, 4, 189
0x40a172, 192, 191, 1
0x7fc877c6f5bb, 189, 0, 189
0x7fc877c6f5c4, 189, 37, 152
0x40cd58, 180, 180, 0
0x40cb1d, 179, 178, 1
0x4107d9, 179, 167, 12
0x409505, 170, 0, 0
0x409c1e, 167, 3, 164
0x7fc877c61d5f, 166, 148, 18
